index,Acc,PValue,FDR,candidate,S1,S2,S3,C1,C2,C3,mean_s,mean_c,Log2FC,Log10signal,-Log10PValue,Log10signal_Q,transcript_id,gene_id,transcript_mean,Intensity,Mol. weight [kDa],S1_copy_number,S2_copy_number,S3_copy_number,C1_copy_number,C2_copy_number,C3_copy_number,mean_s_cn,mean_c_cn
4327,4327_ENST00000253107_Q9NQ55__PPAN,0.184035618442276,0.22597063472595721,no,591324.1817310686,695496.7169413534,736696.4649410807,726642.8293914894,731358.8839317544,725073.8173918035,674505.7878711675,727691.8435716825,0.1094968173047237,6.146809229177119,0.7350981150561963,29,ENST00000253107,ENSG00000130810,0.1094968173047237,2479200000,53.193000000000005,158568,189837,201251,198685,199428,197473,183218,198528
4328,4328_ENST00000253108_O75821__EIF3G,0.02127098530379657,0.032830592273007046,med,2075052.1545660235,1842085.4035358157,1824165.4179758914,1718640.265193167,1683148.6872077147,1744522.6693036794,1913767.658692577,1715437.2072348539,-0.15783937210926274,6.559811484494456,1.6722123924625303,39,ENST00000253108,ENSG00000130811,-0.15783937210926274,5821500000,35.611,754066,681376,675311,636824,621970,643863,703584,634219
4330,4330_ENST00000253110_Q9NUL5__C19orf66,0.03504675957075207,0.05133925061002889,low,874145.1244054671,831479.781760844,819721.4692580323,807088.7013871566,789885.0271928448,796064.4845797867,841782.1251414478,797679.4043865959,-0.07763784617508838,6.214701230270581,1.4553521307814592,31,ENST00000253110,ENSG00000130813,-0.07763784617508838,2986900000,33.11,388048,375707,370704,365323,356560,358911,378153,360264
4331,4331_ENST00000340748_P26358__DNMT1,0.06877945108351452,0.09329789031078528,low,829134.9142509702,851162.515680114,833028.416840603,823047.4287073379,811539.5186104216,795261.9901082537,837775.2822572291,809949.645808671,-0.04873110041390031,6.216884712097693,1.1625412945266826,31,ENST00000340748,ENSG00000130816,-0.04873110041390031,2032700000,183.16,45053,47077,46113,45602,44842,43889,46081,44777
4332,4332_ENST00000253122_P48029_X5D9C4_SLC6A8,0.7006845591647883,0.7400416108305821,no,46429.76293629252,49053.150234176836,52954.45235373437,47092.44749425973,50524.42280561425,53786.188836406174,49479.12184140124,50467.68637876005,0.028540054296462558,4.999768929574649,0.1544774528552411,4,ENST00000253122,ENSG00000130821,0.028540054296462558,39746000,70.52199999999999,2112,2272,2455,2185,2338,2486,2279,2336
4333,4333_ENST00000369550_O60832__DKC1,0.0011780848703441306,0.002661464103543338,high,2888901.9273143015,3129610.2418015134,3204353.4723980525,2665959.5764537696,2633494.857722503,2630476.56587605,3074288.547171289,2643310.3333507744,-0.21790676805612968,6.75721368406038,2.928823421438193,43,ENST00000369550,ENSG00000130826,-0.21790676805612968,16588000000,57.673,1172416,1292813,1324795,1103204,1086795,1084225,1263341,1091408
4334,4334_ENST00000369682_P51805__PLXNA3,0.0012380618439201878,0.00277897638938641,high,838411.9055294197,892592.5412157363,888022.2179658674,989220.1754110857,1031788.848928065,971700.4308556656,873008.8882370078,997569.818398272,0.1924214746775828,6.271975986331744,2.9072576608066556,32,ENST00000369682,ENSG00000130827,0.1924214746775828,2039300000,207.71,35502,38472,38307,42711,44428,41789,37427,42976
4335,4335_ENST00000413259_Q00013__MPP1,1.3582251876126616e-07,3.110686876205148e-06,high,421150.96410849015,416355.55494704074,419545.6728104137,586517.4187752625,587958.0296553564,587746.9509507284,419017.3972886482,587407.4664604492,0.48735145890345355,6.00278135748876,6.867028220018764,25,ENST00000413259,ENSG00000130830,0.48735145890345355,909610000,49.074,62575,62969,63505,88859,88834,88694,63016,88795
4339,4339_ENST00000253247_Q9H8H0__NOL11,0.0013093382981804096,0.002914211168272755,high,1079939.54454398,1219014.8519051156,1244418.9442601767,946141.0795797457,979400.4147647868,949280.7415572141,1181124.4469030907,958274.0786339155,-0.3016507302143269,6.330291692154628,2.8829481288112673,34,ENST00000253247,ENSG00000130935,-0.3016507302143269,2722700000,81.123,136680,157040,160447,122100,126047,122022,151389,123389
4341,4341_ENST00000253251_O95155__UBE4B,0.01178171624151266,0.01942410671521666,med,1614664.9145015886,1706268.984629094,1728890.822858078,1800064.4902809744,1805539.6911108326,1798390.1107053282,1683274.9073295866,1801331.430699045,0.09779283764545901,6.542153722210598,1.9287914413037486,39,ENST00000253251,ENSG00000130939,0.09779283764545901,4331500000,133.27,121500,130689,132532,138114,138156,137441,128240,137903
4343,4343_ENST00000375249_Q5JVS0__HABP4,1.1837298979092726e-05,6.754916382596695e-05,high,364155.00342190213,357622.12880223896,366126.6583813115,452230.56693471177,447217.45461809903,437660.4224122795,362634.5968684842,445702.81465503015,0.29756550089988415,5.9075926793085465,4.926747383111125,22,ENST00000375249,ENSG00000130956,0.29756550089988415,1072700000,45.785,85151,85119,87216,107825,106339,103939,85828,106034
4344,4344_ENST00000377351_P22314_A0A024R1A3_UBA1,0.0033427742175749483,0.00648444894730835,high,22205715.89658277,22008370.213023778,21674689.17739252,20842076.840305455,20900896.957342535,21062470.52347154,21962925.095666356,20935148.107039843,-0.06914308552761023,7.632437785979017,2.4758929561542926,49,ENST00000377351,ENSG00000130985,-0.06914308552761023,235930000000,117.85,8360292,8434145,8313213,8001128,8001802,8053826,8369216,8018918
4345,4345_ENST00000253329_Q8WUA2__PPIL4,0.12275335065174559,0.15689058458816704,no,508544.09160756075,563596.4769847027,583379.7315932888,513887.85159099597,530920.9164120785,501258.10928126535,551840.1000618507,515355.6257614466,-0.09868197493689194,6.028244077203027,0.910966644624923,25,ENST00000253329,ENSG00000131013,-0.09868197493689194,1299600000,57.224,87309,98491,102033,89961,92689,87404,95944,90018
4347,4347_ENST00000402676_Q02952__AKAP12,3.008063723329354e-06,2.489779144477946e-05,high,6251836.724015894,6563071.531218474,6398695.800799074,5040412.011152611,5138606.273665327,5088517.132181458,6404534.68534448,5089178.472333132,-0.3316609708449873,7.060460354482711,5.521712967815378,47,ENST00000402676,ENSG00000131016,-0.3316609708449873,29675000000,191.48,680073,726694,709086,559072,568408,562181,705284,563220
4348,4348_ENST00000367255_Q8NF91__SYNE1,0.012358012506986149,0.02027017005487064,med,3409167.003511868,3945712.3090562862,3902546.402617967,4280873.374028618,4353415.3228091225,4226738.381564017,3752475.238395374,4287009.02613392,0.19212890278806996,6.905228189512988,1.9080513695913934,45,ENST00000367255,ENSG00000131018,0.19212890278806996,6446100000,1011.1,21811,25695,25435,27926,28322,27464,24313,27904
4349,4349_ENST00000438272_Q9BZM4__ULBP3,0.03638797468579213,0.05303304569835269,low,348014.4642601652,320423.0578296958,325643.39181354165,354668.7757894499,384133.42679029016,349275.68755381985,331360.3046344675,362692.63004451996,0.13034664487250774,5.841392594896182,1.4390421160890172,21,ENST00000438272,ENSG00000131019,0.13034664487250774,724150000,27.949,104812,98227,99911,108916,117642,106836,100983,111131
4350,4350_ENST00000253339_O95835__LATS1,0.06722874187383238,0.09141059585182051,low,86159.9292072811,55654.18000108158,56856.548817296294,50682.898143157494,47918.62027444253,51781.95889375265,66223.55267521966,50127.825770450894,-0.40173274819492244,5.065771532855255,1.172445016104562,5,ENST00000253339,ENSG00000131023,-0.40173274819492244,83037000,126.87,3910,2571,2629,2346,2212,2387,3036,2315
4351,4351_ENST00000320849_Q9Y312__AAR2,0.00023939834647543695,0.0007064054846935991,high,481150.9999071995,514935.8704561596,516912.48453884263,602549.7855754974,590454.8787705908,602342.3191517339,504333.1183007339,598448.9944992741,0.24685132565148202,6.042489713205177,3.620878853591569,26,ENST00000320849,ENSG00000131043,0.24685132565148202,1793500000,43.472,145220,158195,158935,185435,181216,184639,154116,183763
4352,4352_ENST00000361162_Q14498__RBM39,0.26107841730443876,0.30995099993158937,no,1688086.5469029285,1706176.4035664445,1801668.4651735742,1748832.4520151317,1615688.36383975,1665577.275666626,1731977.138547649,1676699.3638405027,-0.04679585369467323,6.532585786827536,0.5832290287247671,39,ENST00000361162,ENSG00000131051,-0.04679585369467323,12085000000,58.656000000000006,823160,846857,895001,869544,801149,824880,855006,831857
4353,4353_ENST00000336431_Q9UJ14__GGT7,3.406601493253772e-05,0.00014928583163988335,high,264440.07631040143,289825.01662405743,290784.36344635114,379885.0377449376,380764.95034755603,376801.2479273999,281683.15212693665,379150.4120066312,0.42869701399824206,5.8200920929500555,4.467678667548465,20,ENST00000336431,ENSG00000131067,0.42869701399824206,1486800000,70.46600000000001,68116,75990,76305,99777,99735,98576,73470,99362
4354,4354_ENST00000360596_Q9NR19__ACSS2,7.513243316849528e-08,2.1467555370457244e-06,high,2230856.7281777435,2171859.1486931043,2190528.294361627,3033420.5819210974,3043341.290674042,3019786.6963784695,2197748.0570774917,3032182.8563245363,0.46433074836683363,6.7184959519406116,7.124172546278836,42,ENST00000360596,ENSG00000131069,0.46433074836683363,9424100000,78.579,412715,408985,412845,572223,572527,567403,411515,570717
4355,4355_ENST00000253413_P36543_Q53Y06_ATP6V1E1,2.4001187990776016e-06,2.1129993243195245e-05,high,2773117.7441793177,2800299.401957472,2775786.5215139096,2306388.515277896,2236995.2182233077,2297140.424763053,2783067.8892169,2280174.719421419,-0.287531725926656,6.704428737394457,5.619767261410493,42,ENST00000253413,ENSG00000131100,-0.287531725926656,17129000000,26.145,2894835,2975476,2951895,2454944,2374580,2435451,2940735,2421658
4358,4358_ENST00000300811_Q96B54__ZNF428,0.7035477468751232,0.7424394857148865,no,13403.266652793838,14826.857183307075,16755.73044716586,14778.391654179843,13759.000542639826,15156.11121298907,14995.284761088924,14564.501136602912,-0.042052632182685776,4.470701284127804,0.15270642345917435,0,ENST00000300811,ENSG00000131116,-0.042052632182685776,15810000,20.48,2824,3180,3597,3176,2948,3244,3200,3122
4359,4359_ENST00000240499_Q15928__ZNF141,0.0008159666894815782,0.0019620878621732034,high,50804.510963978464,45394.346638271156,47174.98517881908,38825.889861960095,36911.60142935723,38390.33240004664,47791.2809270229,38042.60789712132,-0.3291312867441242,4.933658789288382,3.08832757025303,3,ENST00000240499,ENSG00000131127,-0.3291312867441242,318670000,55.248999999999995,27543,25050,26054,21463,20349,21138,26215,20983
4360,4360_ENST00000562336_P13073__COX4I1,0.06703458510373446,0.09119293185325042,low,3460694.5291638486,3251076.5959975724,3255421.5552593125,3136831.4517677575,3222297.2763513755,3177376.5482257516,3322397.5601402447,3178835.0921149612,-0.06372654143490049,6.812995707922687,1.1737010742486989,44,ENST00000562336,ENSG00000131143,-0.06372654143490049,41836000000,19.576,9177717,8775969,8795043,8482348,8689668,8558079,8916243,8576698
4361,4361_ENST00000253457_O43402_Q53Y03_EMC8,0.00719361862636209,0.012655031540548032,med,590356.7677119109,573049.0034812101,557519.4843470252,523303.18511213135,528841.722057938,540530.1824819088,573641.7518467155,530891.6965506594,-0.11173245567569257,6.043178872072057,2.1430525902674176,26,ENST00000253457,ENSG00000131148,-0.11173245567569257,1195100000,23.773000000000003,216769,214176,208546,195925,197458,201576,213163,198319
4362,4362_ENST00000412692__H0Y613_GSE1,0.42759705408816634,0.4804333539426095,no,43343.2030499061,44531.49113437842,47618.17514902473,42096.53476891092,46080.03138049733,42830.133063802656,45164.28977776974,43668.89973773697,-0.04857634007203668,4.948575255535922,0.36896529550643237,3,ENST00000412692,ENSG00000131149,-0.0830284015757981,59323000,112.53,2075,2171,2323,2056,2244,2083,2189,2127
4363,4363_ENST00000637419__A0A1B0GUL3_GSE1,0.16753740959570348,0.2073940582244686,no,9767.419269635115,9459.932981519307,9564.579483905163,8638.647405084612,9694.1301830385,8207.512207603188,9597.310578353196,8846.7632652421,-0.11748046307955952,4.26585685231346,0.7758882037497076,0,ENST00000637419,ENSG00000131149,-0.0830284015757981,9265100,95.079,417,411,416,376,421,356,414,384
4364,4364_ENST00000397901_Q9HD42__CHMP1A,0.00339972495810954,0.006582201998712683,high,802210.2546019907,768987.5644724752,760397.0047183218,841772.8964923893,839803.8505948731,841937.0748087886,777198.2745975959,841171.2739653504,0.11411688471159925,6.209077698102159,2.4685562164892096,30,ENST00000397901,ENSG00000131165,0.11411688471159925,1754800000,21.703000000000003,323340,315491,312228,345956,344204,344657,317019,344939
4366,4366_ENST00000373212_O75368_V9HW48_SH3BGRL,1.9077737305552238e-05,9.603457857446954e-05,high,3592466.5018785973,3739719.4446612927,3681513.8413352002,4525987.6433497965,4416971.482105994,4681050.564260606,3671233.26262503,4541336.563238799,0.30685217714335616,6.914479075092457,4.71947313560599,45,ENST00000373212,ENSG00000131171,0.30685217714335616,20224000000,12.774000000000001,5587206,5920215,5832943,7177428,6985424,7394035,5780121,7185629
4367,4367_ENST00000475465__A0A3B3ITX0_COX7B,0.09336011559340696,0.12300432689521898,no,239328.04503415953,235933.5800558211,220245.1679346855,222559.54857334052,213067.484317097,221839.5654743883,231835.5976748887,219155.53278827528,-0.08114700341767538,5.654168000794185,1.029838619242595,16,ENST00000475465,ENSG00000131174,-0.08114700341767538,1959500000,6.8288,1228478,1232708,1151701,1164860,1112135,1156510,1204295,1144501
4371,4371_ENST00000433473__A0A2C9F2P4_PPT1,0.0001889767036878316,0.0005829211126111844,high,1530550.8113621895,1379365.2524139376,1401222.7052923276,1147513.4977491011,1133206.3202632153,1168131.0151251422,1437046.2563561515,1149616.944379153,-0.3219532695582473,6.412739884617441,3.723591730659657,36,ENST00000433473,ENSG00000131238,-0.3219532695582473,4088100000,34.135999999999996,571686,524428,533184,437041,430413,443137,543099,436863
4372,4372_ENST00000373394_O75027__ABCB7,0.6801141293968509,0.7211593880695721,no,623544.1602217538,758942.5191750114,776819.7802640134,729525.2890393006,745123.3321451911,728143.3587454171,719768.8198869262,734263.9933099697,0.028765248505388353,6.1625742073686505,0.16741820257575313,29,ENST00000373394,ENSG00000131269,0.028765248505388353,1245900000,82.64,52159,64620,66198,62224,63381,61861,60992,62488
4373,4373_ENST00000351691__A6NHG8_TRAF3,0.00016603822214556678,0.0005246441895343391,high,199908.4695798479,195855.23803488055,197208.2882651127,172516.2619140769,168278.55091545897,165775.295456918,197657.33195994704,168856.70276215128,-0.2272020236878597,5.5640906094973674,3.7797919254772308,13,ENST00000351691,ENSG00000131323,-0.2272020236878597,271340000,61.75899999999999,19333,19280,19429,17012,16549,16283,19347,16614
4374,4374_ENST00000253686_P82663__MRPS25,5.4468534157284716e-05,0.00021479757404166945,high,662698.96973398,623774.1677068358,648643.3916728111,528731.4667846519,541698.2251385623,529857.0060105206,645038.8430378757,533428.899311245,-0.2740900523850819,6.071317699281633,4.26385431218728,27,ENST00000253686,ENSG00000131368,-0.2740900523850819,1468600000,20.116,331209,317329,330256,269448,275302,268956,326264,271235
4375,4375_ENST00000456194_Q9UJ83__HACL1,2.0498061384212577e-06,1.8852111667106848e-05,high,1021996.5364491639,1006263.5699367131,1012149.1550526526,816104.2777308583,788523.109493626,801250.6051020683,1013469.7538128431,801959.3307755175,-0.3377020521536983,6.258979288901085,5.688287210649161,32,ENST00000456194,ENSG00000131373,-0.3377020521536983,2041000000,61.06399999999999,151799,152135,153153,123601,119097,120872,152362,121190
4376,4376_ENST00000446818_Q92609__TBC1D5,1.1981480023319382e-07,2.915130397188828e-06,high,1102240.983511932,1125137.654378588,1101405.8152958462,1539696.3286629852,1521352.8645405367,1547510.2765423416,1109594.8177287888,1536186.4899152878,0.4693204121327827,6.422553943854296,6.921489532008483,36,ENST00000446818,ENSG00000131374,0.4693204121327827,2535800000,91.215,93436,97082,95114,133084,131140,133232,95210,132485
4377,4377_ENST00000253693_Q9Y6W3__CAPN7,0.03985749384830644,0.05758627055418149,low,963900.7787723755,1012466.5011342253,1031339.0557930291,1055043.3506532577,1057937.6687530635,1049361.8333382662,1002568.7785665434,1054114.2842481958,0.07233007625378275,6.313167371580151,1.3994900122604423,33,ENST00000253693,ENSG00000131375,0.07233007625378275,1106800000,92.65100000000001,45168,48292,49233,50411,50411,49941,47564,50254
4378,4378_ENST00000334133_Q14699__RFTN1,7.637780076636786e-09,6.070758328049707e-07,high,1849084.6063017056,1818477.2325602097,1854086.3652029731,2874464.5042625996,2874826.674024052,2849557.5566045437,1840549.401354963,2866282.911630398,0.6390445424464025,6.6727287262772,8.117032850921873,41,ENST00000334133,ENSG00000131378,0.6390445424464025,13606000000,63.145,682906,683610,697579,1082466,1079647,1068852,688031,1076988
4379,4379_ENST00000253699_Q9H1K0_A0A024R2H4_RBSN,0.024442677753077843,0.03717565063069937,med,296334.1890262123,340568.697062213,342853.56070731435,368418.3187080241,369515.5101520098,363640.3385942596,326585.48226524657,367191.38915143115,0.16907156705421253,5.841219817582232,1.6118512178369206,21,ENST00000253699,ENSG00000131381,0.16907156705421253,616620000,88.869,23910,27970,28181,30311,30318,29799,26687,30142
4380,4380_ENST00000613060__A0A087WY96_SLC6A6,0.0005435518116913823,0.001392181842532734,high,162026.57325072386,169247.44062943282,178985.75649523575,219508.77011397821,249421.60743490738,216442.79015332926,170086.5901251308,228457.72256740494,0.42565780955714166,5.600476616040612,3.2647590523887238,14,ENST00000613060,ENSG00000131389,0.42565780955714166,328510000,81.33800000000001,13247,14085,14908,18300,20736,17973,14080,19003
4381,4381_ENST00000411902_P55055__NR1H2,0.8387817661338299,0.8626626764621919,no,27372.725089431573,32599.643780119186,36473.18473075678,34247.61818777226,32227.512489177814,30934.15564141617,32148.51786676918,32469.762106122085,0.014344587611758539,4.810355393665781,0.07635101901920328,2,ENST00000411902,ENSG00000131408,0.014344587611758539,57159000,39.919000000000004,4894,5932,6643,6243,5859,5617,5823,5906
4382,4382_ENST00000253754_P50479__PDLIM4,7.010375095315289e-07,9.0784357484333e-06,high,4655603.5924056275,4468517.5698376475,4459458.46923933,3401407.583674522,3336153.5960060563,3381210.1439951193,4527859.877160869,3372923.774558566,-0.4248295971010338,6.897670169611779,6.15425874416352,45,ENST00000253754,ENSG00000131435,-0.4248295971010338,34973000000,35.398,4696787,4588649,4583174,3498945,3422450,3464442,4622870,3461945
4383,4383_ENST00000378746_Q9Y496__KIF3A,0.00010639583931947125,0.00036397622236729213,high,765916.9539253783,811398.9492721815,828202.8204645059,653245.3076295214,668020.6314667581,659449.831982197,801839.5745540219,660238.5903594921,-0.2803261577617659,6.16497059128339,3.9730753550853817,29,ENST00000378746,ENSG00000131437,-0.2803261577617659,1005800000,80.04,53108,57268,58502,46186,47102,46441,56292,46576
4384,4384_ENST00000446023_P26572__MGAT1,0.28343464121448486,0.3341698581954624,no,1249287.914423908,1371218.1189007873,1429681.350587259,1287638.908365328,1310981.9772678926,1288505.1858550836,1350062.4613039847,1295708.6904961015,-0.05928475705113282,6.422552276809685,0.5475470716295058,36,ENST00000446023,ENSG00000131446,-0.05928475705113282,5045500000,50.878,377768,422052,440415,397019,403113,395718,413411,398616
4385,4385_ENST00000253778_O94808_A0A0S2Z4X9_GFPT2,3.7126436907895306e-08,1.3472783864330438e-06,high,2913036.361265921,2659853.9299182785,2709308.025983062,1173182.1165106322,1221640.1761991477,1161811.3711618201,2760732.7723890874,1185544.5546238667,-1.2195013651393096,6.596187602294595,7.430316728810257,40,ENST00000253778,ENSG00000131459,-1.2195013651393096,5369800000,76.93,415683,386341,393853,170701,177267,168379,398625,172115
4386,4386_ENST00000251413_P23258__TUBG1,0.28755471542629996,0.3385303240700531,no,1131467.0701959606,1119397.6284943232,1112710.5340790106,1117110.9124126974,1083995.6940647808,1109749.5423211204,1121191.7442564315,1103618.7162661997,-0.02279119776083136,6.347293017808897,0.5412795062897622,34,ENST00000251413,ENSG00000131462,-0.02279119776083136,4528500000,51.169,363109,365659,363779,365549,353745,361707,364182,360333
4387,4387_ENST00000590720_P61289_V9HWJ8_PSME3,0.00418566842577287,0.007903746893351452,high,954583.0542720668,1044036.6434976828,1058200.417438996,900263.6835063698,909307.050511666,878761.5398712566,1018940.0384029151,896110.7579630973,-0.18532019229287194,6.282180298037739,2.378235177946845,32,ENST00000590720,ENSG00000131467,-0.18532019229287194,3644000000,29.506,496641,552893,560862,477587,481067,464340,536798,474331
4388,4388_ENST00000589913_P61353_A0A024R1V4_RPL27,0.00039812975144774,0.001078105826095752,high,4988394.014995889,4818196.243464565,4909397.525285674,4544502.712620409,4437672.631134117,4451236.209975359,4905329.26124871,4477803.851243295,-0.1315586451762062,6.972347877426749,3.399975367236817,46,ENST00000589913,ENSG00000131469,-0.1315586451762062,92742000000,15.798,25178398,24754167,25243810,23388761,22776595,22818349,25058791,22994568
4391,4391_ENST00000253794_Q9BRG1_A0A024R1X3_VPS25,0.8694072255397638,0.8897986760814229,no,842556.5108536007,773996.1999618097,779980.6021327389,802365.2547380059,780369.7622009703,801762.1953276705,798844.4376493831,794832.4040888823,-0.007263898172849846,6.202400261803993,0.06077675476053912,30,ENST00000253794,ENSG00000131475,-0.007263898172849846,4537100000,20.747,932745,872166,879644,905711,878477,901459,894851,895215
4392,4392_ENST00000252102_O43678__NDUFA2,0.0005088050677755991,0.0013173801641955128,high,687963.7505921943,683201.9518215084,686933.205342355,576797.0074081909,566485.1272643422,617048.030342575,686032.9692520192,586776.7216717027,-0.2254662726172541,6.104763473284247,3.2934485716992308,27,ENST00000252102,ENSG00000131495,-0.2254662726172541,3073500000,10.921,1227196,1240492,1248309,1049120,1027551,1117902,1238665,1064857
4393,4393_ENST00000360839_Q8IWZ3__ANKHD1,0.5821437042716928,0.6304332076608338,no,975845.7960826074,880047.8072267378,865334.0410647305,883074.1248767216,889214.2247225265,894961.8970153278,907075.8814580253,889083.4155381921,-0.028904462631256924,6.254344850559886,0.23496979495745704,32,ENST00000360839,ENSG00000131503,-0.028904462631256924,1761100000,269.45,28648,26297,25879,26434,26545,26684,26941,26554
4394,4394_ENST00000253811__H9KV28_DIAPH1,0.002027926899965041,0.004210557300186013,high,2305194.858070917,2483209.2623831555,2497161.7610572106,2714035.6370030306,2801827.885345931,2710324.765793578,2428521.960503761,2742062.7627141797,0.1751830608088709,6.7135396587047245,2.6929477039313983,42,ENST00000253811,ENSG00000131504,0.1751830608088709,12297000000,136.85,323194,354377,356666,387994,399451,385935,344745,391126
4395,4395_ENST00000253814_Q9BT67__NDFIP1,3.546255940292592e-07,5.7290697911143775e-06,high,55301.45865724222,62572.76281287389,65146.675924950185,170875.15350145442,182960.02371303624,168353.30894671756,61006.965798355435,174062.82872040276,1.512562262350739,5.371196827693212,6.450229923713784,9,ENST00000253814,ENSG00000131507,1.512562262350739,107560000,24.899,8199,9443,9840,25832,27583,25350,9160,26255
4397,4397_ENST00000253861_Q96A65__EXOC4,0.00011786868065174791,0.0003963011472491977,high,3028922.377455553,3089152.31742371,3079157.9300531573,3424656.619520007,3574126.0153161986,3439190.3695633747,3065744.208310807,3479324.33479986,0.18256983988217865,6.815914199051612,3.9286015776619854,44,ENST00000253861,ENSG00000131558,0.18256983988217865,10755000000,110.5,363382,377234,376328,418934,436025,419052,372314,424670
4398,4398_ENST00000353662_Q96P50__ACAP3,0.0002175437220872869,0.0006525134164539824,high,233859.6099995521,248098.73168795693,253675.6397989289,294000.3641510279,295999.19274818595,296090.366452974,245211.327162146,295363.30778406264,0.26846499132082413,5.7328556637057755,3.6624534451324187,18,ENST00000353662,ENSG00000131584,0.26846499132082413,469540000,84.663,19356,20902,21390,24813,24913,24891,20549,24872
4399,4399_ENST00000355303_Q5XXA6__ANO1,3.451364550431192e-07,5.643789404360905e-06,high,78371.73718778807,97515.63328865028,91421.99195041657,310285.20916858944,306050.1453684197,292318.64243676915,89103.12080895163,302884.6656579261,1.7652206720196206,5.593272535508534,6.462009165924696,14,ENST00000355303,ENSG00000131620,1.7652206720196206,281100000,114.08,3975,5034,4724,16046,15783,15057,4577,15628
4400,4400_ENST00000253925_Q13136__PPFIA1,0.0005975798028275966,0.0015031228812352046,high,959623.7904771519,983488.628524952,992711.7878314506,900200.5639520383,892183.2053068231,894480.400332408,978608.0689445181,895621.3898637565,-0.1278421942480696,6.272822759760858,3.223604089353224,32,ENST00000253925,ENSG00000131626,-0.1278421942480696,2815900000,135.78,85665,89365,90278,81940,80989,81098,88436,81342
4401,4401_ENST00000326266_Q86W42__THOC6,0.001988804389803253,0.004138960716881886,high,683554.3793259279,719114.1460232243,728282.604593014,644177.13165721,645440.0360137125,636869.6437894388,710317.0433140554,642162.2704867871,-0.14552519804507455,6.131130631286297,2.7014079301016536,28,ENST00000326266,ENSG00000131652,-0.14552519804507455,1519000000,37.535,165008,176696,179098,158560,158437,156142,173600,157713
4402,4402_ENST00000326181_Q6Q0C0__TRAF7,0.0431590858207671,0.06180208668716587,low,34057.0467965383,43402.002170055304,44108.65051186325,48033.98084637326,50972.03975609079,46592.82901720275,40522.56649281895,48532.94987322227,0.2602390009932295,4.9496608261365,1.3649277629511538,3,ENST00000326181,ENSG00000131653,0.2602390009932295,54631000,74.608,2259,2931,2981,3250,3439,3140,2723,3276
4403,4403_ENST00000375446_Q92982__NINJ1,3.5840615788167446e-06,2.8101982828437152e-05,high,162953.25404802233,168534.56644703215,158446.03858672013,107082.32392361661,103079.01092819714,110563.67581545141,163311.28636059153,106908.33688908839,-0.6112501370784903,5.431716884136802,5.445624537204508,10,ENST00000375446,ENSG00000131669,-0.6112501370784903,2634200000,16.345,784063,825417,776656,525363,504342,540303,795378,523336
4404,4404_ENST00000622020_O75161__NPHP4,0.6749395510068967,0.7169056297174724,no,17515.285399487464,18305.127707046362,19797.31846603915,18310.982711606943,16742.508249061528,19301.998276546143,18539.243857524325,18118.49641240487,-0.03311916695623527,4.564165689798372,0.17073512174634978,1,ENST00000622020,ENSG00000131697,-0.03311916695623527,16865000,99.95200000000001,651,692,749,694,633,729,697,685
4405,4405_ENST00000296755_P46821__MAP1B,4.082042883551439e-08,1.4066404425765884e-06,high,16245427.208024623,16518313.197912259,16616249.339791493,23817111.83446979,23254290.7415924,23373654.60148642,16459996.581909457,23481685.725849535,0.5125719455766641,7.601426353013149,7.389122437152548,49,ENST00000296755,ENSG00000131711,0.5125719455766641,105190000000,270.63,1275394,1320004,1328940,1906583,1856447,1863700,1308112,1875576
4406,4406_ENST00000371666_P78552__IL13RA1,4.6931970548522834e-07,6.851214391528906e-06,high,60475.596163916394,60706.32858986127,65837.33237598132,132856.14194236704,123553.17367311782,126493.19107538035,62339.75237658632,127634.16889695507,1.0337902747016976,5.278693987140513,6.32853121053536,8,ENST00000371666,ENSG00000131724,1.0337902747016976,195460000,48.75899999999999,10295,10520,11418,23062,21389,21871,10744,22107
4407,4407_ENST00000254029_Q5JSH3__WDR44,0.5345900624584252,0.5861291289742859,no,2066701.8440848726,2251386.2815089696,2275791.7454824094,2127234.180233276,2133126.295029564,2208966.3447033707,2197959.957025417,2156442.27332207,-0.02751200665322951,6.638928543756968,0.2719791186426745,41,ENST00000254029,ENSG00000131725,-0.02751200665322951,4830700000,101.37,182470,202330,204694,191506,191513,198080,196498,193699
4409,4409_ENST00000438268_Q8N567_A0A024RAL5_ZCCHC9,0.1852649078079988,0.22723677738930986,no,62993.92760536596,56817.92395858499,61578.65921050268,53617.95741957846,58926.54706466064,58091.57167618042,60463.50359148454,56878.69205347317,-0.08817628912409872,5.0694542102444515,0.7322068353418566,5,ENST00000438268,ENSG00000131732,-0.08817628912409872,68903000,30.476999999999997,9792,8990,9751,8499,9315,9171,9511,8995
4411,4411_ENST00000336308_Q14849__STARD3,0.002469877926573238,0.004982575344838323,high,148951.20903389718,148842.57442149727,145487.79377258543,160239.50859657416,163257.61433100613,166096.29324553115,147760.52574265996,163197.80539103714,0.14336075208541213,5.492702196836706,2.607324511163718,12,ENST00000336308,ENSG00000131748,0.14336075208541213,1799200000,50.501000000000005,137678,140037,136995,151023,153447,155925,138236,153465
